SALE TYPE,PROPERTY TYPE,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
PAST SALE,Townhouse,Canyon Country,91387.0,325000,2.0,3.0,CAN2 - Canyon Country 2,1127.0,119850.0,1985.0,7,288.0,272.0,34.41503839999999,-118.44945200000001
PAST SALE,Townhouse,Canyon Country,91351.0,526000,3.0,3.0,RBGL - Rainbow Glen,1734.0,76630.0,2015.0,3,303.0,225.0,34.41597979,-118.48217609999999
PAST SALE,Single Family Residential,Saugus,91350.0,499999,3.0,3.0,VMET - Villa Metro,1696.0,32899.0,2014.0,48,295.0,210.0,34.415661,-118.51925590000002
PAST SALE,Condo/Co-op,Canyon Country,91387.0,303000,2.0,2.0,CAN2 - Canyon Country 2,844.0,95168.0,1983.0,82,359.0,285.0,34.422594000000004,-118.45109309999998
PAST SALE,Single Family Residential,Canyon Country,91351.0,640000,4.0,2.75,CAN2 - Canyon Country 2,2540.0,23486.0,1999.0,88,252.0,75.0,34.434650500000004,-118.46648229999998
PAST SALE,Single Family Residential,Canyon Country,91351.0,515000,4.0,1.5,CAN1 - Canyon Country 1,1144.0,6589.0,1962.0,12,450.0,0.0,34.4251342,-118.4716834
PAST SALE,Condo/Co-op,Canyon Country,91387.0,360000,2.0,2.0,CAN1 - Canyon Country 1,1068.0,133137.0,1991.0,6,337.0,300.0,34.4053367,-118.45406340000001
PAST SALE,Single Family Residential,Canyon Country,91351.0,500000,5.0,2.0,CAN1 - Canyon Country 1,1798.0,6314.0,1966.0,88,278.0,0.0,34.4231841,-118.47624569999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,525000,4.0,2.0,CAN1 - Canyon Country 1,1551.0,6714.0,1966.0,80,338.0,0.0,34.4254747,-118.4859173
PAST SALE,Single Family Residential,Canyon Country,91351.0,632500,4.0,2.0,RBGL - Rainbow Glen,1969.0,8180.0,1998.0,61,321.0,75.0,34.4063314,-118.4808535
PAST SALE,Condo/Co-op,Canyon Country,91387.0,380000,2.0,1.75,CAN1 - Canyon Country 1,1089.0,59668.0,1991.0,59,349.0,300.0,34.4071237,-118.4521715
PAST SALE,Single Family Residential,Canyon Country,91351.0,559900,4.0,3.0,RBGL - Rainbow Glen,2349.0,221938.0,1985.0,66,238.0,165.0,34.412893100000005,-118.4827344
PAST SALE,Condo/Co-op,Newhall,91321.0,235000,1.0,1.0,NEW4 - Newhall 4,666.0,281355.0,1964.0,55,353.0,305.0,34.404394399999994,-118.47007859999998
PAST SALE,Single Family Residential,Canyon Country,91351.0,500000,4.0,3.0,RBGL - Rainbow Glen,1666.0,175918.0,1989.0,48,300.0,168.0,34.414702500000004,-118.48570590000001
PAST SALE,Condo/Co-op,Newhall,91321.0,369000,2.0,2.0,NEW4 - Newhall 4,1135.0,562974.0,1969.0,88,325.0,340.0,34.406639,-118.47341499999999
PAST SALE,Single Family Residential,Saugus,91350.0,650000,4.0,2.75,PLUM - Plum Canyon,2545.0,5665.0,2004.0,81,255.0,82.0,34.442366299999996,-118.480671
PAST SALE,Single Family Residential,Canyon Country,91351.0,622000,5.0,3.0,CAN1 - Canyon Country 1,2297.0,9301.0,1971.0,77,271.0,0.0,34.4353848,-118.48938429999998
PAST SALE,Single Family Residential,Canyon Country,91351.0,505000,4.0,2.0,CAN1 - Canyon Country 1,1440.0,5893.0,1963.0,59,351.0,0.0,34.433743799999995,-118.47966729999999
PAST SALE,Single Family Residential,Saugus,91350.0,615000,3.0,2.0,PLUM - Plum Canyon,1658.0,6629.0,2003.0,53,371.0,82.0,34.4461335,-118.4813553
PAST SALE,Single Family Residential,Saugus,91350.0,605000,4.0,4.0,Plum Canyon,2912.0,23048.0,2013.0,17,208.0,99.0,34.444471899999996,-118.4964094
PAST SALE,Single Family Residential,Canyon Country,91351.0,475000,2.0,2.0,CAN1 - Canyon Country 1,1074.0,5815.0,1987.0,6,442.0,0.0,34.42888610000001,-118.47998670000001
PAST SALE,Single Family Residential,Saugus,91350.0,655000,4.0,3.0,PLUM - Plum Canyon,2040.0,8821.0,1997.0,4,321.0,0.0,34.4520699,-118.4885632
PAST SALE,Single Family Residential,Saugus,91350.0,489900,3.0,3.0,VMET - Villa Metro,1544.0,8534.0,2015.0,77,317.0,212.0,34.417309,-118.51718670000001
PAST SALE,Single Family Residential,Saugus,91350.0,515000,4.0,2.0,BOUQ - Bouquet Canyon,1693.0,4960.0,1970.0,73,304.0,40.0,34.4407554,-118.5115534
PAST SALE,Single Family Residential,Saugus,91350.0,680000,4.0,3.0,RVLG - River Village,2806.0,6459.0,2007.0,66,242.0,135.0,34.4228386,-118.5258751
PAST SALE,Single Family Residential,Saugus,91350.0,535000,4.0,2.5,BOUQ - Bouquet Canyon,1836.0,3703.0,1971.0,62,291.0,39.0,34.441407500000004,-118.5119639
PAST SALE,Townhouse,Valencia,91355.0,520000,3.0,2.5,VALB - Valencia Bridgeport,1680.0,109951.0,2002.0,87,310.0,398.0,34.4266538,-118.5599125
PAST SALE,Single Family Residential,Saugus,91350.0,630000,4.0,3.0,FEKS - Five Knolls,2563.0,49668.0,2015.0,76,246.0,206.0,34.4316867,-118.4988108
PAST SALE,Single Family Residential,Saugus,91350.0,689999,5.0,5.0,Five Knolls,3159.0,19641.0,2015.0,68,218.0,174.0,34.433943400000004,-118.49845259999998
PAST SALE,Condo/Co-op,Saugus,91350.0,494000,4.0,3.0,BOUQ - Bouquet Canyon,2039.0,252155.0,2005.0,47,242.0,250.0,34.445591,-118.50496100000001
PAST SALE,Single Family Residential,Saugus,91350.0,628500,4.0,3.0,PLUM - Plum Canyon,2014.0,8129.0,1987.0,34,312.0,0.0,34.4494861,-118.4935812
PAST SALE,Single Family Residential,Canyon Country,91351.0,500000,4.0,2.0,CAN1 - Canyon Country 1,1748.0,6967.0,1965.0,74,286.0,0.0,34.4289664,-118.47825309999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,523000,3.0,2.0,Canyon Country 1,1238.0,5981.0,1963.0,73,422.0,0.0,34.4349734,-118.4777968
PAST SALE,Single Family Residential,Canyon Country,91351.0,515000,3.0,1.75,CAN1 - Canyon Country 1,1238.0,6693.0,1963.0,69,416.0,0.0,34.4346203,-118.47793370000001
PAST SALE,Single Family Residential,Saugus,91350.0,619000,4.0,3.0,PLUM - Plum Canyon,1824.0,5624.0,1998.0,62,339.0,0.0,34.4512841,-118.4874227
PAST SALE,Single Family Residential,Canyon Country,91351.0,490000,3.0,1.0,CAN1 - Canyon Country 1,920.0,6142.0,1962.0,55,533.0,0.0,34.4251283,-118.4729267
PAST SALE,Single Family Residential,Saugus,91350.0,460000,3.0,2.5,PLUM - Plum Canyon,1780.0,75380.0,2005.0,54,258.0,180.0,34.445011,-118.47573600000001
PAST SALE,Single Family Residential,Saugus,91350.0,650000,4.0,3.0,PLUM - Plum Canyon,2388.0,5378.0,2012.0,52,272.0,181.0,34.4477564,-118.4716378
PAST SALE,Townhouse,Saugus,91350.0,400000,3.0,2.5,PLUM - Plum Canyon,1370.0,57299.0,2001.0,54,292.0,294.0,34.445607200000005,-118.4850527
PAST SALE,Condo/Co-op,Canyon Country,91387.0,304500,2.0,2.0,CAN2 - Canyon Country 2,843.0,68949.0,1984.0,49,361.0,317.0,34.420768100000004,-118.4501699
PAST SALE,Condo/Co-op,Canyon Country,91387.0,300000,2.0,2.0,CAN2 - Canyon Country 2,848.0,26730.0,1985.0,52,354.0,317.0,34.4220015,-118.4505165
PAST SALE,Single Family Residential,Canyon Country,91351.0,135000,2.0,2.0,CAN1 - Canyon Country 1,1036.0,3698.0,2002.0,48,130.0,0.0,34.4292919,-118.4863025
PAST SALE,Single Family Residential,Canyon Country,91351.0,510000,3.0,1.5,CAN1 - Canyon Country 1,1408.0,7033.0,1973.0,33,362.0,0.0,34.4190183,-118.4623304
PAST SALE,Condo/Co-op,Newhall,91321.0,355000,2.0,2.0,NEW4 - Newhall 4,1135.0,562974.0,1968.0,31,313.0,340.0,34.406639,-118.47341499999999
PAST SALE,Single Family Residential,Canyon Country,91387.0,672000,4.0,3.0,CAN2 - Canyon Country 2,2647.0,9040.0,1996.0,10,254.0,0.0,34.425523600000005,-118.43910520000001
PAST SALE,Condo/Co-op,Newhall,91321.0,350000,3.0,2.5,NEW4 - Newhall 4,1176.0,78014.0,1990.0,6,298.0,350.0,34.40287,-118.46438799999999
PAST SALE,Single Family Residential,Saugus,91350.0,445000,4.0,3.0,PLUM - Plum Canyon,2106.0,189635.0,2006.0,68,211.0,280.0,34.443833000000005,-118.487953
PAST SALE,Single Family Residential,Canyon Country,91351.0,185000,3.0,2.0,CAN1 - Canyon Country 1,1752.0,3698.0,1990.0,62,106.0,0.0,34.4273654,-118.48393109999999
PAST SALE,Condo/Co-op,Canyon Country,91351.0,315000,2.0,2.0,RBGL - Rainbow Glen,910.0,532660.0,1986.0,66,346.0,380.0,34.418791399999996,-118.489896
PAST SALE,Single Family Residential,Saugus,91350.0,635000,4.0,3.0,PLUM - Plum Canyon,2040.0,13932.0,1997.0,55,311.0,0.0,34.4525844,-118.48637350000001
PAST SALE,Single Family Residential,Canyon Country,91387.0,700000,6.0,3.0,CAN2 - Canyon Country 2,3660.0,12946.0,2005.0,52,191.0,169.0,34.430244200000004,-118.43786229999999
PAST SALE,Condo/Co-op,Canyon Country,91351.0,320000,3.0,2.0,RBGL - Rainbow Glen,1003.0,532660.0,1986.0,38,319.0,373.0,34.4206939,-118.49207779999999
PAST SALE,Single Family Residential,Canyon Country,91387.0,620000,3.0,2.0,CAN2 - Canyon Country 2,1446.0,11685.0,1977.0,26,429.0,0.0,34.429351000000004,-118.4323058
PAST SALE,Townhouse,Canyon Country,91351.0,345000,2.0,1.5,CAN1 - Canyon Country 1,1114.0,843622.0,1980.0,27,310.0,383.0,34.4136127,-118.4671181
PAST SALE,Condo/Co-op,Saugus,91350.0,270000,2.0,1.0,BOUQ - Bouquet Canyon,758.0,58486.0,1972.0,21,356.0,265.0,34.449985,-118.49896100000001
PAST SALE,Single Family Residential,Canyon Country,91351.0,475000,3.0,2.0,CAN1 - Canyon Country 1,1240.0,9309.0,1963.0,21,383.0,0.0,34.431105200000005,-118.476565
PAST SALE,Condo/Co-op,Canyon Country,91387.0,307000,2.0,2.0,CAN2 - Canyon Country 2,848.0,36157.0,1984.0,25,362.0,317.0,34.4231669,-118.44905379999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,425000,3.0,1.5,CAN1 - Canyon Country 1,1177.0,5718.0,1961.0,20,361.0,0.0,34.42140070000001,-118.4691285
PAST SALE,Condo/Co-op,Canyon Country,91387.0,321000,3.0,2.0,CAN2 - Canyon Country 2,948.0,128872.0,1985.0,19,339.0,317.0,34.4201998,-118.45194879999998
PAST SALE,Single Family Residential,Canyon Country,91351.0,535000,3.0,2.0,CAN1 - Canyon Country 1,1620.0,6506.0,1963.0,19,330.0,0.0,34.43282070000001,-118.48016909999998
PAST SALE,Single Family Residential,Canyon Country,91351.0,510000,5.0,1.75,CAN1 - Canyon Country 1,1402.0,7309.0,1963.0,19,364.0,0.0,34.4237859,-118.46205659999998
PAST SALE,Single Family Residential,Saugus,91350.0,525000,4.0,3.0,PLUM - Plum Canyon,2883.0,10350.0,1987.0,18,182.0,0.0,34.450980200000004,-118.490981
PAST SALE,Condo/Co-op,Canyon Country,91351.0,343000,3.0,2.0,RBGL - Rainbow Glen,1107.0,461475.0,1987.0,80,310.0,380.0,34.4206919,-118.4904506
PAST SALE,Single Family Residential,Canyon Country,91351.0,225000,3.0,2.0,CAN1 - Canyon Country 1,1845.0,3698.0,1990.0,66,122.0,0.0,34.429035799999994,-118.48818259999999
PAST SALE,Condo/Co-op,Saugus,91350.0,377000,2.0,2.0,PLUM - Plum Canyon,1121.0,84455.0,2005.0,66,336.0,180.0,34.446246,-118.47821699999999
PAST SALE,Single Family Residential,Saugus,91390.0,600000,4.0,3.0,BOUQ - Bouquet Canyon,2144.0,5902.0,1988.0,28,280.0,0.0,34.4607771,-118.4862366
PAST SALE,Condo/Co-op,Canyon Country,91351.0,310000,2.0,2.0,RBGL - Rainbow Glen,907.0,461475.0,1987.0,87,342.0,380.0,34.4190266,-118.49006709999999
PAST SALE,Condo/Co-op,Canyon Country,91351.0,300000,2.0,2.0,RBGL - Rainbow Glen,964.0,826239.0,1988.0,81,311.0,380.0,34.4209521,-118.4885746
PAST SALE,Single Family Residential,Saugus,91350.0,535000,3.0,2.5,PLUM - Plum Canyon,2032.0,4622.0,2013.0,76,263.0,95.0,34.4438795,-118.4834994
PAST SALE,Single Family Residential,Canyon Country,91351.0,510000,4.0,2.0,CAN1 - Canyon Country 1,1259.0,13611.0,1971.0,74,405.0,0.0,34.4270375,-118.4690372
PAST SALE,Single Family Residential,Canyon Country,91351.0,455000,3.0,2.0,Canyon Country 1,1080.0,5995.0,1961.0,69,421.0,0.0,34.4171271,-118.4680791
PAST SALE,Single Family Residential,Canyon Country,91351.0,550000,3.0,3.0,RBGL - Rainbow Glen,1734.0,76630.0,2015.0,66,317.0,225.0,34.415136,-118.48165900000001
PAST SALE,Condo/Co-op,Saugus,91350.0,460000,3.0,3.0,PLUM - Plum Canyon,1710.0,60358.0,2006.0,59,269.0,180.0,34.445569899999995,-118.47495500000001
PAST SALE,Single Family Residential,Canyon Country,91351.0,520000,3.0,2.5,RBGL - Rainbow Glen,1962.0,820209.0,1987.0,62,265.0,165.0,34.412095,-118.47808400000001
PAST SALE,Single Family Residential,Canyon Country,91351.0,615000,4.0,3.0,RBGL - Rainbow Glen,2435.0,112791.0,1999.0,45,253.0,159.0,34.4154947,-118.48870009999999
PAST SALE,Condo/Co-op,Canyon Country,91387.0,425000,3.0,1.75,CAN2 - Canyon Country 2,1125.0,248650.0,1980.0,89,378.0,200.0,34.425615,-118.42876000000001
PAST SALE,Single Family Residential,Saugus,91350.0,650000,4.0,3.0,PLUM - Plum Canyon,2040.0,7468.0,1997.0,38,319.0,0.0,34.4534589,-118.48810700000001
PAST SALE,Condo/Co-op,Newhall,91321.0,337000,2.0,2.0,NEW4 - Newhall 4,1141.0,352420.0,1965.0,34,295.0,360.0,34.4060946,-118.4675852
PAST SALE,Condo/Co-op,Saugus,91350.0,475000,3.0,2.5,PLUM - Plum Canyon,1710.0,93432.0,2006.0,34,278.0,170.0,34.444241999999996,-118.47768
PAST SALE,Single Family Residential,Saugus,91350.0,640000,4.0,3.0,PLUM - Plum Canyon,2196.0,6154.0,1999.0,27,291.0,0.0,34.448658,-118.483893
PAST SALE,Single Family Residential,Saugus,91350.0,650000,4.0,3.0,PLUM - Plum Canyon,2702.0,4815.0,2003.0,19,241.0,60.0,34.4434036,-118.48003229999999
PAST SALE,Single Family Residential,Saugus,91350.0,575000,5.0,2.5,PLUM - Plum Canyon,3579.0,7755.0,2007.0,19,161.0,95.0,34.4392893,-118.49484479999998
PAST SALE,Single Family Residential,Canyon Country,91387.0,619900,4.0,2.0,CAN2 - Canyon Country 2,1736.0,12641.0,1977.0,18,357.0,0.0,34.429168700000005,-118.43239709999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,552500,4.0,3.0,CAN1 - Canyon Country 1,2118.0,6480.0,1965.0,27,261.0,0.0,34.424387599999996,-118.47998670000001
PAST SALE,Single Family Residential,Canyon Country,91351.0,529000,3.0,2.0,Canyon Country 1,1450.0,7182.0,1964.0,10,365.0,0.0,34.435567799999994,-118.4815834
PAST SALE,Condo/Co-op,Canyon Country,91387.0,340000,2.0,2.0,CAN1 - Canyon Country 1,1089.0,59668.0,1991.0,7,312.0,300.0,34.4071237,-118.4521715
PAST SALE,Single Family Residential,Saugus,91350.0,527000,4.0,2.0,BOUQ - Bouquet Canyon,1376.0,6135.0,1963.0,60,383.0,0.0,34.4322445,-118.5294325
PAST SALE,Townhouse,Valencia,91355.0,525000,3.0,2.5,VALB - Valencia Bridgeport,1844.0,15620.0,2001.0,59,285.0,408.0,34.4279186,-118.54552659999999
PAST SALE,Single Family Residential,Saugus,91350.0,525000,4.0,3.0,BOUQ - Bouquet Canyon,1719.0,4071.0,1971.0,61,305.0,40.0,34.4388283,-118.5139943
PAST SALE,Single Family Residential,Saugus,91350.0,560000,4.0,3.0,RVLG - River Village,2174.0,26846.0,2015.0,52,258.0,169.0,34.428684999999994,-118.50907099999999
PAST SALE,Condo/Co-op,Valencia,91355.0,470000,3.0,2.5,VALB - Valencia Bridgeport,1844.0,15620.0,2001.0,32,255.0,408.0,34.4279186,-118.54552659999999
PAST SALE,Single Family Residential,Valencia,91355.0,590000,4.0,3.0,VALB - Valencia Bridgeport,2217.0,2959.0,2001.0,18,266.0,208.0,34.427433,-118.54448219999999
PAST SALE,Single Family Residential,Saugus,91350.0,525000,4.0,2.0,BOUQ - Bouquet Canyon,1791.0,4704.0,1971.0,6,293.0,59.0,34.438640899999996,-118.5143784
PAST SALE,Townhouse,Saugus,91350.0,456000,3.0,3.0,PLUM - Plum Canyon,1520.0,95941.0,2005.0,63,300.0,180.0,34.445846,-118.477755
PAST SALE,Single Family Residential,Canyon Country,91351.0,505000,4.0,3.0,RBGL - Rainbow Glen,1676.0,344023.0,1986.0,68,301.0,170.0,34.4177637,-118.48413810000001
PAST SALE,Condo/Co-op,Newhall,91321.0,355000,2.0,2.0,NEW4 - Newhall 4,1254.0,352420.0,1965.0,63,283.0,305.0,34.4049694,-118.46752009999999
PAST SALE,Condo/Co-op,Canyon Country,91351.0,340000,3.0,2.0,RBGL - Rainbow Glen,1001.0,0.0,1988.0,34,340.0,380.0,34.4209521,-118.4885746
PAST SALE,Single Family Residential,Saugus,91350.0,635000,4.0,3.0,PLUM - Plum Canyon,2169.0,4862.0,2000.0,31,293.0,0.0,34.4495186,-118.48527859999999
PAST SALE,Condo/Co-op,Valencia,91354.0,315000,1.0,1.0,NBRG - Valencia Northbridge,592.0,61672.0,1996.0,27,532.0,320.0,34.4286925,-118.5463804
PAST SALE,Condo/Co-op,Saugus,91350.0,636900,3.0,3.0,Canyon Country 1,2458.0,2971.0,2019.0,73,259.0,190.0,34.429203,-118.499477
PAST SALE,Single Family Residential,Canyon Country,91351.0,475000,4.0,2.0,CAN1 - Canyon Country 1,1228.0,7937.0,1961.0,24,387.0,0.0,34.418325200000005,-118.46538729999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,542900,4.0,2.5,RBGL - Rainbow Glen,1706.0,820209.0,1987.0,6,318.0,165.0,34.412488399999994,-118.47817320000001
PAST SALE,Single Family Residential,Saugus,91350.0,520000,3.0,3.0,VMET - Villa Metro,1861.0,20542.0,2014.0,4,279.0,215.0,34.417010100000006,-118.51573559999999
PAST SALE,Townhouse,Newhall,91321.0,319000,2.0,1.0,NEW4 - Newhall 4,809.0,111044.0,1990.0,4,394.0,350.0,34.403479,-118.46678100000001
PAST SALE,Townhouse,Canyon Country,91387.0,370000,2.0,2.5,CAN1 - Canyon Country 1,1356.0,73815.0,1992.0,66,273.0,300.0,34.4050903,-118.45246909999999
PAST SALE,Single Family Residential,Canyon Country,91387.0,493500,3.0,2.0,CAN2 - Canyon Country 2,1196.0,14111.0,1961.0,38,413.0,0.0,34.4171279,-118.4475925
PAST SALE,Condo/Co-op,Canyon Country,91387.0,310000,3.0,1.75,CAN2 - Canyon Country 2,934.0,36157.0,1984.0,10,332.0,317.0,34.4231669,-118.44905379999999
PAST SALE,Condo/Co-op,Canyon Country,91387.0,310000,2.0,2.0,CAN2 - Canyon Country 2,964.0,128872.0,1985.0,76,322.0,317.0,34.4209072,-118.452055
PAST SALE,Single Family Residential,Saugus,91350.0,680000,4.0,2.5,PLUM - Plum Canyon,2750.0,11125.0,2005.0,69,247.0,131.0,34.447424100000006,-118.4768844
PAST SALE,Single Family Residential,Saugus,91350.0,630000,4.0,3.0,PLUM - Plum Canyon,2548.0,13638.0,2016.0,68,247.0,181.0,34.4504657,-118.4769756
PAST SALE,Single Family Residential,Canyon Country,91351.0,575000,5.0,2.0,CAN1 - Canyon Country 1,2139.0,9901.0,1965.0,59,269.0,0.0,34.4295484,-118.47925670000001
PAST SALE,Townhouse,Saugus,91350.0,457000,4.0,2.5,CJRC - Circle J Ranch,1790.0,9599.0,2001.0,59,255.0,275.0,34.433822799999994,-118.51559009999998
PAST SALE,Townhouse,Valencia,91354.0,436000,2.0,2.5,NBRG - Valencia Northbridge,1176.0,145696.0,1999.0,68,371.0,275.0,34.428995,-118.54029299999999
PAST SALE,Condo/Co-op,Saugus,91350.0,373500,2.0,2.0,PLUM - Plum Canyon,1121.0,66445.0,2005.0,46,333.0,170.0,34.445665000000005,-118.47640600000001
PAST SALE,Condo/Co-op,Saugus,91350.0,580900,3.0,3.0,Canyon Country 1,2056.0,2737.0,2018.0,31,283.0,190.0,34.4287,-118.499
PAST SALE,Single Family Residential,Saugus,91390.0,649000,4.0,2.5,BOUQ - Bouquet Canyon,2144.0,6022.0,1988.0,25,303.0,0.0,34.4611738,-118.48655600000001
PAST SALE,Single Family Residential,Canyon Country,91351.0,450000,3.0,1.5,CAN1 - Canyon Country 1,1080.0,6236.0,1962.0,24,417.0,0.0,34.42481110000001,-118.47296090000002
PAST SALE,Condo/Co-op,Canyon Country,91387.0,327000,2.0,2.0,CAN1 - Canyon Country 1,1089.0,78875.0,1990.0,17,300.0,300.0,34.4066302,-118.45351670000001
PAST SALE,Single Family Residential,Saugus,91350.0,623000,4.0,3.0,BOUQ - Bouquet Canyon,2372.0,7810.0,1979.0,12,263.0,90.0,34.4424348,-118.50601359999999
PAST SALE,Single Family Residential,Saugus,91390.0,615000,4.0,3.0,BOUQ - Bouquet Canyon,2144.0,5294.0,1989.0,5,287.0,0.0,34.460136799999994,-118.490023
PAST SALE,Single Family Residential,Canyon Country,91351.0,520000,3.0,3.0,CAN1 - Canyon Country 1,1790.0,62156.0,1987.0,5,291.0,175.0,34.417701,-118.459732
PAST SALE,Single Family Residential,Valencia,91355.0,570000,4.0,3.0,VALB - Valencia Bridgeport,2217.0,2765.0,2002.0,3,257.0,208.0,34.426446999999996,-118.5443314
PAST SALE,Townhouse,Canyon Country,91387.0,440000,3.0,2.0,CAN2 - Canyon Country 2,1125.0,120992.0,1980.0,4,391.0,200.0,34.425181,-118.42844199999999
PAST SALE,Condo/Co-op,Canyon Country,91387.0,319900,2.0,1.75,CAN2 - Canyon Country 2,964.0,95141.0,1983.0,3,332.0,285.0,34.422594000000004,-118.45109309999998
PAST SALE,Single Family Residential,Saugus,91350.0,565000,3.0,3.0,PLUM - Plum Canyon,1750.0,7432.0,1995.0,83,323.0,0.0,34.448967100000004,-118.489658
PAST SALE,Single Family Residential,Canyon Country,91351.0,395500,3.0,2.0,CAN1 - Canyon Country 1,1080.0,6260.0,1962.0,81,366.0,0.0,34.4264299,-118.4687635
PAST SALE,Townhouse,Valencia,91355.0,460000,3.0,3.0,VALB - Valencia Bridgeport,1499.0,109951.0,2002.0,80,307.0,398.0,34.4266538,-118.5599125
PAST SALE,Single Family Residential,Canyon Country,91387.0,495000,3.0,2.5,Canyon Country 2,1491.0,9223.0,1985.0,77,332.0,0.0,34.426301099999996,-118.4379187
PAST SALE,Condo/Co-op,Saugus,91350.0,360000,2.0,2.0,PLUM - Plum Canyon,1001.0,121930.0,2001.0,82,360.0,276.0,34.445741299999995,-118.4864587
PAST SALE,Single Family Residential,Canyon Country,91351.0,520000,3.0,2.0,CAN1 - Canyon Country 1,1416.0,6566.0,1961.0,77,367.0,0.0,34.418918700000006,-118.47174040000002
PAST SALE,Single Family Residential,Canyon Country,91351.0,521000,3.0,3.0,CAN1 - Canyon Country 1,1598.0,5659.0,1985.0,68,326.0,80.0,34.4347416,-118.4758807
PAST SALE,Condo/Co-op,Saugus,91350.0,377000,2.0,2.0,PLUM - Plum Canyon,1121.0,84455.0,2005.0,68,336.0,180.0,34.446246,-118.47821699999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,505000,3.0,3.0,CAN1 - Canyon Country 1,1598.0,3988.0,1985.0,73,316.0,80.0,34.4353557,-118.47317759999999
PAST SALE,Townhouse,Saugus,91350.0,445000,3.0,3.0,PLUM - Plum Canyon,1520.0,84455.0,2005.0,33,293.0,180.0,34.446246,-118.47821699999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,155000,3.0,2.0,CAN1 - Canyon Country 1,1482.0,4285.0,2000.0,56,105.0,0.0,34.4282383,-118.4858155
PAST SALE,Single Family Residential,Canyon Country,91351.0,590000,4.0,3.0,CAN1 - Canyon Country 1,1800.0,7564.0,1968.0,45,328.0,0.0,34.422791700000005,-118.4847996
PAST SALE,Single Family Residential,Canyon Country,91351.0,575000,4.0,3.0,CAN1 - Canyon Country 1,2526.0,99306.0,1988.0,87,228.0,175.0,34.4197833,-118.45860619999999
PAST SALE,Single Family Residential,Saugus,91350.0,515000,4.0,2.0,BOUQ - Bouquet Canyon,1491.0,7231.0,1969.0,81,345.0,0.0,34.4554041,-118.49645500000001
PAST SALE,Condo/Co-op,Saugus,91350.0,636900,3.0,3.0,Canyon Country 1,2458.0,3858.0,2018.0,73,259.0,190.0,34.4293,-118.49833899999999
PAST SALE,Single Family Residential,Saugus,91350.0,700000,5.0,3.0,PLUM - Plum Canyon,3108.0,16060.0,2006.0,45,225.0,122.0,34.4508196,-118.48108159999998
PAST SALE,Single Family Residential,Saugus,91350.0,565000,4.0,3.0,RVLG - River Village,2174.0,37506.0,2015.0,61,260.0,159.0,34.429500299999994,-118.50927340000001
PAST SALE,Townhouse,Saugus,91350.0,480000,3.0,2.5,PLUM - Plum Canyon,1850.0,1850.0,2005.0,82,259.0,180.0,34.444113,-118.47539599999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,477000,3.0,2.0,RBGL - Rainbow Glen,1172.0,462865.0,1986.0,76,407.0,170.0,34.416927,-118.487481
PAST SALE,Single Family Residential,Canyon Country,91351.0,450000,3.0,1.5,CAN1 - Canyon Country 1,982.0,6203.0,1961.0,52,458.0,0.0,34.4221556,-118.4711816
PAST SALE,Single Family Residential,Canyon Country,91351.0,465000,3.0,2.0,CAN1 - Canyon Country 1,1258.0,5991.0,1961.0,49,370.0,0.0,34.422785,-118.4741243
PAST SALE,Single Family Residential,Canyon Country,91351.0,184800,3.0,2.0,CAN1 - Canyon Country 1,1482.0,3698.0,2000.0,70,125.0,0.0,34.4309503,-118.48589309999998
PAST SALE,Single Family Residential,Canyon Country,91351.0,185000,3.0,2.0,CAN1 - Canyon Country 1,1752.0,3698.0,1999.0,6,106.0,0.0,34.427346299999996,-118.4835511
PAST SALE,Single Family Residential,Canyon Country,91351.0,479800,3.0,2.0,CAN1 - Canyon Country 1,1400.0,8040.0,1968.0,43,343.0,0.0,34.4337313,-118.4642923
PAST SALE,Single Family Residential,Canyon Country,91351.0,545000,4.0,3.0,CAN1 - Canyon Country 1,2330.0,7012.0,1968.0,39,234.0,0.0,34.4324201,-118.46436070000001
PAST SALE,Condo/Co-op,Saugus,91350.0,393000,2.0,2.0,Plum Canyon,1404.0,116806.0,2005.0,47,280.0,180.0,34.444959999999995,-118.473952
PAST SALE,Single Family Residential,Saugus,91350.0,650000,4.0,2.75,PLUM - Plum Canyon,2250.0,5387.0,2004.0,45,289.0,82.0,34.442001,-118.47608400000001
PAST SALE,Single Family Residential,Saugus,91350.0,570000,4.0,3.0,RVLG - River Village,2423.0,33707.0,2015.0,55,235.0,159.0,34.4287565,-118.5083699
PAST SALE,Single Family Residential,Saugus,91350.0,670000,3.0,2.0,PLUM - Plum Canyon,1943.0,12119.0,2016.0,80,345.0,181.0,34.450092,-118.476565
