SALE TYPE,PROPERTY TYPE,CITY,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
PAST SALE,Condo/Co-op,Valencia,91355.0,422500,2.0,2.0,VAL1 - Valencia 1,1252.0,571035.0,1986.0,69,337.0,335.0,34.405955299999995,-118.5557618
PAST SALE,Single Family Residential,Valencia,91355.0,570000,3.0,2.0,VAL1 - Valencia 1,1429.0,5432.0,1968.0,66,399.0,47.0,34.3847271,-118.54525749999999
PAST SALE,Single Family Residential,Saugus,91350.0,599000,3.0,2.0,CJRC - Circle J Ranch,1410.0,6555.0,1988.0,53,425.0,0.0,34.4004367,-118.52486029999999
PAST SALE,Condo/Co-op,Valencia,91355.0,340000,1.0,1.0,VAL1 - Valencia 1,866.0,161613.0,2003.0,73,393.0,350.0,34.4188684,-118.563332
PAST SALE,Single Family Residential,Valencia,91355.0,605000,3.0,1.75,VAL1 - Valencia 1,1495.0,5001.0,1983.0,17,405.0,56.0,34.40655770000001,-118.55209779999998
PAST SALE,Single Family Residential,Newhall,91321.0,585000,4.0,2.5,NEW1 - Newhall 1,2914.0,8143.0,1965.0,20,201.0,0.0,34.371897499999996,-118.537596
PAST SALE,Single Family Residential,Valencia,91355.0,650000,4.0,2.0,VAL1 - Valencia 1,1614.0,6530.0,1984.0,38,403.0,52.0,34.4104262,-118.5515962
PAST SALE,Single Family Residential,Newhall,91321.0,659000,3.0,2.0,NEW1 - Newhall 1,1773.0,9011.0,1965.0,38,372.0,0.0,34.3752065,-118.5422933
PAST SALE,Condo/Co-op,Valencia,91355.0,385000,2.0,2.0,VAL1 - Valencia 1,1030.0,244224.0,1987.0,35,374.0,275.0,34.4137343,-118.5492983
PAST SALE,Single Family Residential,Newhall,91321.0,645000,4.0,3.0,NEW1 - Newhall 1,2686.0,5679.0,1987.0,25,240.0,220.0,34.36831289999999,-118.5435702
PAST SALE,Single Family Residential,Valencia,91355.0,545000,2.0,2.0,VAL1 - Valencia 1,1225.0,4450.0,1968.0,31,445.0,17.0,34.3842051,-118.5472962
PAST SALE,Single Family Residential,Newhall,91321.0,625000,3.0,2.5,NEW1 - Newhall 1,1654.0,13169.0,1959.0,4,378.0,0.0,34.3754325,-118.54689920000001
PAST SALE,Single Family Residential,Valencia,91355.0,543000,3.0,2.0,VAL1 - Valencia 1,1422.0,5684.0,1969.0,77,382.0,0.0,34.3933297,-118.5538762
PAST SALE,Single Family Residential,Valencia,91355.0,645000,5.0,2.5,VAL1 - Valencia 1,2000.0,4875.0,1968.0,59,323.0,50.0,34.3814737,-118.5494529
PAST SALE,Townhouse,Valencia,91355.0,390000,2.0,2.0,VAL1 - Valencia 1,962.0,1351.0,1973.0,41,405.0,284.0,34.389439,-118.56619599999999
PAST SALE,Condo/Co-op,Newhall,91321.0,275000,2.0,1.0,NEW4 - Newhall 4,864.0,507360.0,1963.0,87,318.0,369.0,34.402770000000004,-118.470021
PAST SALE,Single Family Residential,Newhall,91350.0,555000,4.0,2.5,NEW4 - Newhall 4,2055.0,84035.0,2006.0,55,270.0,200.0,34.3988315,-118.4919197
PAST SALE,Condo/Co-op,Newhall,91321.0,410000,2.0,2.0,NEW4 - Newhall 4,1071.0,516812.0,1985.0,10,383.0,365.0,34.404500899999995,-118.48698279999999
PAST SALE,Condo/Co-op,Newhall,91321.0,226000,1.0,1.0,NEW4 - Newhall 4,666.0,507360.0,1963.0,62,339.0,346.0,34.401871,-118.4712327
PAST SALE,Condo/Co-op,Newhall,91321.0,410000,2.0,2.0,NEW4 - Newhall 4,1178.0,655073.0,1970.0,74,348.0,387.0,34.4021043,-118.47988980000001
PAST SALE,Condo/Co-op,Valencia,91355.0,382000,2.0,2.0,VAL1 - Valencia 1,1067.0,1721647600.0,1988.0,19,358.0,275.0,34.4137343,-118.5492983
PAST SALE,Condo/Co-op,Newhall,91321.0,450000,3.0,1.75,NEW4 - Newhall 4,1416.0,0.0,1985.0,3,318.0,365.0,34.403131,-118.4844804
PAST SALE,Single Family Residential,Newhall,91321.0,620000,4.0,3.0,NEW4 - Newhall 4,2291.0,4111.0,1995.0,7,271.0,210.0,34.394578,-118.47442079999999
PAST SALE,Single Family Residential,Valencia,91355.0,642000,3.0,2.25,VALW - Valencia Woodlands,1640.0,563416.0,2001.0,38,391.0,348.0,34.412334,-118.565454
PAST SALE,Single Family Residential,Valencia,91355.0,665000,3.0,3.0,VAL1 - Valencia 1,1718.0,6339.0,1985.0,82,387.0,56.0,34.4078623,-118.551505
PAST SALE,Condo/Co-op,Valencia,91355.0,345000,2.0,2.0,VAL1 - Valencia 1,925.0,842295.0,1989.0,80,373.0,270.0,34.410723,-118.5605659
PAST SALE,Single Family Residential,Newhall,91321.0,515000,3.0,1.5,NEW1 - Newhall 1,1120.0,7611.0,1959.0,68,460.0,0.0,34.374138200000004,-118.55580359999999
PAST SALE,Single Family Residential,Valencia,91355.0,490000,3.0,2.0,VAL1 - Valencia 1,1128.0,3358.0,1985.0,61,434.0,57.0,34.4132623,-118.5465344
PAST SALE,Condo/Co-op,Newhall,91321.0,427000,4.0,3.0,NEW1 - Newhall 1,1491.0,398577.0,1966.0,59,286.0,250.0,34.3762444,-118.5603614
PAST SALE,Single Family Residential,Newhall,91321.0,605000,4.0,3.0,NEW4 - Newhall 4,2125.0,33759.0,2000.0,68,285.0,98.0,34.3985254,-118.47448670000001
PAST SALE,Condo/Co-op,Newhall,91321.0,295000,2.0,2.0,NEW1 - Newhall 1,850.0,512146.0,1979.0,32,347.0,345.0,34.377174,-118.5486126
PAST SALE,Single Family Residential,Valencia,91355.0,660000,5.0,3.0,VAL1 - Valencia 1,2431.0,6338.0,1974.0,31,271.0,42.0,34.3895112,-118.55182420000001
PAST SALE,Single Family Residential,Valencia,91355.0,468000,2.0,2.0,VAL1 - Valencia 1,864.0,5068.0,1984.0,21,542.0,61.0,34.408729,-118.54295800000001
PAST SALE,Single Family Residential,Saugus,91350.0,435000,2.0,2.0,VMET - Villa Metro,1193.0,14023.0,2014.0,4,365.0,210.0,34.4151692,-118.52005279999999
PAST SALE,Single Family Residential,Saugus,91350.0,520000,3.0,3.0,VMET - Villa Metro,1861.0,20542.0,2014.0,4,279.0,215.0,34.417010100000006,-118.51573559999999
PAST SALE,Condo/Co-op,Newhall,91321.0,320000,2.0,2.0,NEW4 - Newhall 4,864.0,0.0,1974.0,61,370.0,386.0,34.399696,-118.476802
PAST SALE,Single Family Residential,Newhall,91321.0,561000,2.0,2.0,NEW1 - Newhall 1,1523.0,8474.0,1959.0,90,368.0,0.0,34.374281700000004,-118.5417004
PAST SALE,Single Family Residential,Newhall,91321.0,620000,2.0,2.0,NEW1 - Newhall 1,1564.0,18911.0,1976.0,77,396.0,0.0,34.374565399999994,-118.537596
PAST SALE,Single Family Residential,Saugus,91350.0,595000,3.0,2.5,CJRC - Circle J Ranch,1635.0,6396.0,1988.0,60,364.0,0.0,34.4027348,-118.52935719999999
PAST SALE,Single Family Residential,Valencia,91355.0,638900,4.0,3.0,VAL1 - Valencia 1,2192.0,6588.0,1970.0,63,291.0,0.0,34.386754499999995,-118.54450829999999
PAST SALE,Condo/Co-op,Valencia,91355.0,355000,4.0,2.5,VAL1 - Valencia 1,1305.0,423588.0,1969.0,51,272.0,397.0,34.3806457,-118.54506620000001
PAST SALE,Single Family Residential,Newhall,91321.0,679000,4.0,3.0,NEW1 - Newhall 1,2181.0,7498.0,1961.0,41,311.0,0.0,34.3752589,-118.55111740000001
PAST SALE,Condo/Co-op,Valencia,91355.0,405000,2.0,2.0,VAL1 - Valencia 1,1178.0,0.0,1988.0,35,344.0,265.0,34.403046999999994,-118.553271
PAST SALE,Townhouse,Valencia,91355.0,600000,2.0,3.0,VSUM - Valencia Summit,1850.0,716107.0,1990.0,34,324.0,480.0,34.400659000000005,-118.562068
PAST SALE,Single Family Residential,Valencia,91355.0,688000,5.0,2.5,VAL1 - Valencia 1,2449.0,5651.0,1971.0,33,281.0,0.0,34.394563500000004,-118.54854089999999
PAST SALE,Single Family Residential,Newhall,91321.0,555000,2.0,1.0,NEW1 - Newhall 1,1055.0,10976.0,1945.0,17,526.0,0.0,34.373448100000005,-118.54106200000001
PAST SALE,Townhouse,Valencia,91355.0,410000,2.0,1.25,VAL1 - Valencia 1,1040.0,13416.0,1975.0,17,394.0,340.0,34.3902231,-118.56094420000001
PAST SALE,Single Family Residential,Valencia,91355.0,560000,4.0,1.75,VAL1 - Valencia 1,1817.0,5169.0,1968.0,11,308.0,60.0,34.38291629999999,-118.55207620000002
PAST SALE,Single Family Residential,Valencia,91355.0,550000,3.0,2.0,VAL1 - Valencia 1,1128.0,7675.0,1985.0,10,488.0,57.0,34.413379799999994,-118.54560500000001
PAST SALE,Townhouse,Valencia,91355.0,540000,2.0,2.5,VSUM - Valencia Summit,1581.0,463239.0,1988.0,7,342.0,475.0,34.40396,-118.56362320000001
PAST SALE,Single Family Residential,Saugus,91350.0,489900,3.0,3.0,VMET - Villa Metro,1544.0,8534.0,2015.0,77,317.0,212.0,34.417309,-118.51718670000001
PAST SALE,Townhouse,Newhall,91321.0,390000,3.0,2.5,NEW5 - Newhall Area 5,1319.0,181831.0,1984.0,56,296.0,275.0,34.3686981,-118.510147
PAST SALE,Condo/Co-op,Newhall,91321.0,326000,2.0,2.0,NEW5 - Newhall Area 5,883.0,454004.0,1990.0,53,369.0,398.0,34.3772149,-118.50809579999999
PAST SALE,Condo/Co-op,Newhall,91321.0,333000,2.0,2.0,NEW5 - Newhall Area 5,903.0,454004.0,1990.0,47,369.0,398.0,34.3772149,-118.50809579999999
PAST SALE,Condo/Co-op,Newhall,91321.0,345000,3.0,2.0,NEW5 - Newhall Area 5,1040.0,545824.0,1990.0,45,332.0,348.0,34.3746001,-118.5100487
PAST SALE,Single Family Residential,Valencia,91355.0,605000,4.0,3.0,VAL1 - Valencia 1,2164.0,7459.0,1969.0,80,280.0,43.0,34.386963,-118.5546514
PAST SALE,Single Family Residential,Valencia,91355.0,650000,3.0,2.0,VSUM - Valencia Summit,1641.0,5672.0,1987.0,73,396.0,52.0,34.399058000000004,-118.5651848
PAST SALE,Single Family Residential,Valencia,91355.0,650000,4.0,2.75,VAL1 - Valencia 1,1718.0,5055.0,1986.0,66,378.0,56.0,34.4076059,-118.54498390000002
PAST SALE,Single Family Residential,Newhall,91350.0,493000,3.0,2.5,NEW4 - Newhall 4,1504.0,84035.0,2006.0,80,328.0,200.0,34.398301000000004,-118.492782
PAST SALE,Single Family Residential,Saugus,91350.0,589000,3.0,2.0,CJRC - Circle J Ranch,1158.0,5808.0,1988.0,67,509.0,0.0,34.4028362,-118.53045759999999
PAST SALE,Single Family Residential,Saugus,91350.0,489000,3.0,3.0,VMET - Villa Metro,1544.0,14023.0,2014.0,66,317.0,215.0,34.4151692,-118.52005279999999
PAST SALE,Condo/Co-op,Newhall,91321.0,360000,3.0,2.0,NEW5 - Newhall Area 5,1045.0,309319.0,1990.0,66,344.0,347.0,34.3786708,-118.5125798
PAST SALE,Single Family Residential,Newhall,91321.0,619000,4.0,3.0,NEW5 - Newhall Area 5,2467.0,8581.0,2002.0,87,251.0,190.0,34.3709934,-118.50735700000001
PAST SALE,Townhouse,Newhall,91321.0,342000,2.0,2.0,NEW4 - Newhall 4,980.0,48966.0,1990.0,42,349.0,342.0,34.402735,-118.466606
PAST SALE,Condo/Co-op,Newhall,91321.0,350000,2.0,2.5,NEW4 - Newhall 4,1075.0,112109.0,1990.0,40,326.0,350.0,34.4022239,-118.466866
PAST SALE,Townhouse,Newhall,91321.0,335000,2.0,2.0,NEW4 - Newhall 4,980.0,123492.0,1992.0,33,342.0,342.0,34.402113,-118.46546699999999
PAST SALE,Single Family Residential,Newhall,91321.0,530000,3.0,2.0,NEW4 - Newhall 4,1400.0,8111.0,1965.0,28,379.0,0.0,34.4003814,-118.46926540000001
PAST SALE,Single Family Residential,Newhall,91321.0,552000,4.0,3.0,NEW1 - Newhall 1,1877.0,67076.0,2003.0,45,294.0,80.0,34.378377,-118.541789
PAST SALE,Single Family Residential,Saugus,91350.0,499999,3.0,3.0,VMET - Villa Metro,1696.0,32899.0,2014.0,48,295.0,210.0,34.415661,-118.51925590000002
PAST SALE,Condo/Co-op,Newhall,91321.0,319000,2.0,2.0,NEW5 - Newhall Area 5,829.0,454004.0,1990.0,19,385.0,322.0,34.3772149,-118.50809579999999
PAST SALE,Single Family Residential,Newhall,91321.0,422500,2.0,1.0,NEW1 - Newhall 1,563.0,10447.0,1951.0,17,750.0,0.0,34.375247200000004,-118.5197748
PAST SALE,Condo/Co-op,Valencia,91355.0,380000,2.0,2.0,VAL1 - Valencia 1,970.0,842295.0,1989.0,68,392.0,275.0,34.410723,-118.5605659
PAST SALE,Condo/Co-op,Valencia,91355.0,409000,2.0,2.0,VAL1 - Valencia 1,836.0,571035.0,1985.0,60,489.0,335.0,34.405955299999995,-118.5557618
PAST SALE,Single Family Residential,Valencia,91355.0,580000,4.0,2.0,VAL1 - Valencia 1,1540.0,5939.0,1974.0,61,377.0,0.0,34.3911113,-118.5513226
PAST SALE,Single Family Residential,Valencia,91355.0,605000,4.0,2.0,VAL1 - Valencia 1,2007.0,5428.0,1969.0,59,301.0,0.0,34.3941118,-118.55323030000001
PAST SALE,Condo/Co-op,Valencia,91355.0,229500,1.0,1.0,VAL1 - Valencia 1,675.0,423588.0,1969.0,54,340.0,333.0,34.3806457,-118.54506620000001
PAST SALE,Single Family Residential,Valencia,91355.0,600000,3.0,2.0,VAL1 - Valencia 1,1426.0,5214.0,1971.0,40,421.0,0.0,34.3949301,-118.54379820000001
PAST SALE,Single Family Residential,Valencia,91355.0,455000,2.0,2.0,VAL1 - Valencia 1,864.0,3712.0,1981.0,39,527.0,50.0,34.402574,-118.545726
PAST SALE,Condo/Co-op,Valencia,91355.0,450000,3.0,3.0,VAL1 - Valencia 1,1859.0,282406.0,1978.0,49,242.0,369.0,34.390236,-118.54266499999999
PAST SALE,Condo/Co-op,Newhall,91321.0,380000,3.0,3.0,NEW5 - Newhall Area 5,1395.0,136209.0,1982.0,33,272.0,320.0,34.369451500000004,-118.5114011
PAST SALE,Single Family Residential,Valencia,91355.0,560000,3.0,1.75,VAL1 - Valencia 1,1450.0,6343.0,1978.0,81,386.0,85.0,34.395154600000005,-118.55798020000002
PAST SALE,Single Family Residential,Valencia,91355.0,675000,4.0,3.0,VAL1 - Valencia 1,2192.0,6071.0,1968.0,74,308.0,41.0,34.381968900000004,-118.54814990000001
PAST SALE,Condo/Co-op,Newhall,91321.0,285000,3.0,2.0,NEW1 - Newhall 1,1023.0,512146.0,1979.0,73,279.0,345.0,34.377174,-118.5486126
PAST SALE,Condo/Co-op,Valencia,91355.0,269000,2.0,2.0,VAL1 - Valencia 1,987.0,423588.0,1969.0,66,273.0,430.0,34.3806457,-118.54506620000001
PAST SALE,Condo/Co-op,Newhall,91321.0,415000,3.0,3.0,NEW1 - Newhall 1,1406.0,398577.0,1966.0,67,295.0,250.0,34.377307,-118.559602
PAST SALE,Condo/Co-op,Valencia,91355.0,350000,1.0,1.0,VAL1 - Valencia 1,786.0,642865.0,1988.0,61,445.0,260.0,34.403046999999994,-118.553271
PAST SALE,Single Family Residential,Valencia,91355.0,580000,2.0,2.0,VSUM - Valencia Summit,1300.0,4939.0,1986.0,61,446.0,50.0,34.398529100000005,-118.5652304
PAST SALE,Condo/Co-op,Valencia,91355.0,349000,2.0,2.0,VAL1 - Valencia 1,910.0,244224.0,1987.0,59,384.0,275.0,34.4137343,-118.5492983
PAST SALE,Single Family Residential,Valencia,91355.0,600000,3.0,2.0,VAL1 - Valencia 1,1336.0,5389.0,1983.0,53,449.0,54.0,34.4050034,-118.55026229999999
PAST SALE,Townhouse,Valencia,91355.0,422224,2.0,2.0,VAL1 - Valencia 1,1252.0,571035.0,1985.0,55,337.0,335.0,34.405955299999995,-118.5557618
PAST SALE,Single Family Residential,Valencia,91355.0,595000,3.0,2.0,VAL1 - Valencia 1,1540.0,7948.0,1977.0,40,386.0,0.0,34.3915024,-118.55966740000001
PAST SALE,Single Family Residential,Newhall,91321.0,700000,5.0,3.5,NEW1 - Newhall 1,3247.0,6632.0,1989.0,32,216.0,230.0,34.364223200000005,-118.55200659999998
PAST SALE,Single Family Residential,Newhall,91321.0,574000,3.0,2.0,Newhall 1,1624.0,14514.0,1958.0,27,353.0,0.0,34.3751204,-118.54671680000001
PAST SALE,Single Family Residential,Valencia,91355.0,540500,3.0,2.0,VAL1 - Valencia 1,1429.0,6137.0,1969.0,12,378.0,0.0,34.3865315,-118.5423969
PAST SALE,Condo/Co-op,Valencia,91355.0,315000,1.0,1.0,VAL1 - Valencia 1,693.0,842295.0,1989.0,4,455.0,275.0,34.410723,-118.5605659
PAST SALE,Townhouse,Newhall,91321.0,425000,2.0,2.0,NEW4 - Newhall 4,1343.0,516812.0,1985.0,24,316.0,365.0,34.404846299999996,-118.48774979999999
PAST SALE,Townhouse,Newhall,91321.0,420000,2.0,2.0,NEW4 - Newhall 4,1427.0,516812.0,1985.0,81,294.0,360.0,34.404500899999995,-118.48698279999999
PAST SALE,Single Family Residential,Saugus,91350.0,505000,4.0,3.0,VMET - Villa Metro,1695.0,18473.0,2014.0,59,298.0,219.0,34.4161917,-118.5192544
PAST SALE,Townhouse,Newhall,91321.0,349950,2.0,2.5,NEW4 - Newhall 4,1075.0,123492.0,1992.0,17,326.0,350.0,34.402113,-118.46546699999999
PAST SALE,Single Family Residential,Newhall,91321.0,514000,2.0,2.0,NEW1 - Newhall 1,1120.0,7419.0,1962.0,17,459.0,0.0,34.372696000000005,-118.5545838
PAST SALE,Townhouse,Valencia,91355.0,415000,2.0,2.5,VAL1 - Valencia 1,1212.0,272845.0,1988.0,60,342.0,407.0,34.394116499999996,-118.56377890000002
PAST SALE,Single Family Residential,Valencia,91355.0,659000,5.0,3.0,VAL1 - Valencia 1,2336.0,5752.0,1968.0,4,282.0,55.0,34.379239899999995,-118.5539446
PAST SALE,Single Family Residential,Newhall,91321.0,625000,4.0,3.0,NEW4 - Newhall 4,1824.0,9714.0,1966.0,83,343.0,0.0,34.401469,-118.4664595
PAST SALE,Single Family Residential,Newhall,91321.0,695000,4.0,2.0,NEW1 - Newhall 1,2412.0,9203.0,1977.0,39,288.0,5.0,34.367949100000004,-118.5391922
PAST SALE,Condo/Co-op,Newhall,91321.0,375000,2.0,2.0,NEW4 - Newhall 4,1190.0,355331.0,1975.0,38,315.0,380.0,34.4038208,-118.47576140000001
PAST SALE,Single Family Residential,Saugus,91350.0,460000,2.0,3.0,VMET - Villa Metro,1401.0,15159.0,2014.0,18,328.0,210.0,34.4152597,-118.518971
PAST SALE,Single Family Residential,Newhall,91321.0,618000,4.0,2.0,NEW1 - Newhall 1,1945.0,9188.0,1973.0,19,318.0,0.0,34.3713537,-118.53885190000001
PAST SALE,Single Family Residential,Saugus,91350.0,488000,3.0,3.0,VMET - Villa Metro,1544.0,14817.0,2014.0,5,316.0,211.0,34.4153612,-118.51787920000001
PAST SALE,Townhouse,Saugus,91350.0,445000,3.0,3.0,CJRC - Circle J Ranch,1684.0,9392.0,2001.0,6,264.0,275.0,34.3976783,-118.53603020000001
PAST SALE,Townhouse,Valencia,91355.0,470000,2.0,2.5,VAL1 - Valencia 1,1921.0,282406.0,1978.0,3,245.0,365.0,34.390236,-118.54266499999999
PAST SALE,Single Family Residential,Valencia,91355.0,620000,4.0,2.5,VAL1 - Valencia 1,2192.0,6355.0,1969.0,3,283.0,0.0,34.384299600000006,-118.5427037
PAST SALE,Single Family Residential,Valencia,91355.0,520000,3.0,2.0,VAL1 - Valencia 1,1128.0,3858.0,1984.0,82,461.0,56.0,34.407022999999995,-118.542988
PAST SALE,Condo/Co-op,Newhall,91350.0,511000,3.0,2.5,NEW4 - Newhall 4,1521.0,101716.0,2007.0,81,336.0,200.0,34.4003359,-118.49041880000001
PAST SALE,Condo/Co-op,Valencia,91355.0,245000,1.0,1.0,VAL1 - Valencia 1,675.0,423588.0,1969.0,81,363.0,333.0,34.3806457,-118.54506620000001
PAST SALE,Single Family Residential,Valencia,91355.0,575000,3.0,1.75,Valencia 1,1435.0,4609.0,1968.0,38,401.0,50.0,34.3803407,-118.55250819999999
PAST SALE,Condo/Co-op,Newhall,91321.0,409500,2.0,2.0,NEW4 - Newhall 4,1462.0,0.0,1970.0,33,280.0,387.0,34.403490500000004,-118.47981580000001
PAST SALE,Townhouse,Saugus,91350.0,462500,3.0,2.5,CJRC - Circle J Ranch,1684.0,10180.0,2000.0,41,275.0,275.0,34.3993744,-118.5355601
PAST SALE,Single Family Residential,Saugus,91350.0,475000,3.0,2.5,VMET - Villa Metro,1544.0,15159.0,2014.0,73,308.0,211.0,34.4152597,-118.518971
PAST SALE,Single Family Residential,Saugus,91350.0,620000,5.0,3.0,FEKS - Five Knolls,2388.0,8418.0,2018.0,53,260.0,215.0,34.41379379999999,-118.5400666
PAST SALE,Townhouse,Saugus,91350.0,428000,3.0,2.5,CJRC - Circle J Ranch,1373.0,12693.0,2001.0,59,312.0,275.0,34.396597,-118.537186
PAST SALE,Single Family Residential,Newhall,91321.0,525000,2.0,2.0,NEW4 - Newhall 4,1297.0,425795.0,2004.0,76,405.0,450.0,34.403741600000004,-118.47802730000001
PAST SALE,Condo/Co-op,Newhall,91321.0,237000,2.0,1.0,NEW4 - Newhall 4,843.0,270955.0,1971.0,18,281.0,445.0,34.4014563,-118.47756240000001
PAST SALE,Single Family Residential,Newhall,91321.0,485000,3.0,2.0,Newhall 1,1158.0,7514.0,1954.0,88,419.0,0.0,34.3780711,-118.55498200000001
PAST SALE,Condo/Co-op,Newhall,91321.0,330000,3.0,2.0,NEW4 - Newhall 4,970.0,236676.0,1989.0,89,340.0,300.0,34.3983273,-118.4818878
PAST SALE,Condo/Co-op,Valencia,91355.0,380000,2.0,2.0,VAL1 - Valencia 1,1030.0,532518.0,1987.0,73,369.0,275.0,34.4122799,-118.5524248
PAST SALE,Townhouse,Valencia,91355.0,445000,3.0,2.5,Valencia 1,1921.0,282406.0,1978.0,53,232.0,363.0,34.390236,-118.54266499999999
PAST SALE,Single Family Residential,Valencia,91355.0,665000,4.0,2.5,VAL1 - Valencia 1,2434.0,5782.0,1975.0,18,273.0,0.0,34.3906425,-118.55191540000001
PAST SALE,Single Family Residential,Valencia,91355.0,635000,5.0,2.5,VAL1 - Valencia 1,2327.0,5989.0,1972.0,38,273.0,42.0,34.387915299999996,-118.5499545
PAST SALE,Condo/Co-op,Newhall,91321.0,350000,2.0,3.0,NEW4 - Newhall 4,1075.0,48966.0,1990.0,10,326.0,342.0,34.4027946,-118.466877
PAST SALE,Townhouse,Valencia,91355.0,600000,3.0,3.0,VSUM - Valencia Summit,2034.0,463239.0,1988.0,80,295.0,475.0,34.403967,-118.56343400000002
PAST SALE,Single Family Residential,Valencia,91355.0,619000,5.0,3.0,VAL1 - Valencia 1,2431.0,7101.0,1968.0,34,255.0,42.0,34.3838256,-118.55556340000001
PAST SALE,Single Family Residential,Newhall,91321.0,200000,1.0,1.0,DNEW - Downtown Newhall,460.0,2190.0,1938.0,53,435.0,0.0,34.3744316,-118.52032220000001
PAST SALE,Condo/Co-op,Newhall,91321.0,395000,2.0,2.0,NEW4 - Newhall 4,1088.0,128908.0,1980.0,80,363.0,338.0,34.400178499999996,-118.4746418
PAST SALE,Condo/Co-op,Newhall,91321.0,425000,2.0,2.0,NEW4 - Newhall 4,1364.0,424111.0,1985.0,13,312.0,365.0,34.404810299999994,-118.4851165
PAST SALE,Condo/Co-op,Newhall,91321.0,351000,2.0,1.0,NEW1 - Newhall 1,827.0,398577.0,1966.0,12,424.0,250.0,34.377307,-118.559602
PAST SALE,Condo/Co-op,Newhall,91321.0,275000,2.0,2.0,NEW1 - Newhall 1,867.0,512146.0,1979.0,10,317.0,345.0,34.377174,-118.5486126
PAST SALE,Single Family Residential,Valencia,91355.0,650000,4.0,3.0,VAL1 - Valencia 1,2042.0,6372.0,1967.0,12,318.0,41.0,34.3836997,-118.5461695
PAST SALE,Single Family Residential,Valencia,91355.0,545000,3.0,2.0,VAL1 - Valencia 1,1540.0,8324.0,1977.0,12,354.0,0.0,34.388020000000004,-118.54558700000001
PAST SALE,Single Family Residential,Valencia,91355.0,699000,4.0,3.0,VALW - Valencia Woodlands,2356.0,563416.0,1999.0,10,297.0,348.0,34.4128321,-118.56566049999999
PAST SALE,Townhouse,Newhall,91321.0,378500,2.0,2.0,NEW4 - Newhall 4,988.0,424111.0,1985.0,6,383.0,360.0,34.403638799999996,-118.4845524
PAST SALE,Condo/Co-op,Newhall,91321.0,269900,2.0,1.5,NEW4 - Newhall 4,864.0,353032.0,1964.0,7,312.0,305.0,34.40278729999999,-118.48869609999998
PAST SALE,Single Family Residential,Newhall,91350.0,499950,3.0,2.5,NEW4 - Newhall 4,1521.0,436205.0,2008.0,45,329.0,200.0,34.4008287,-118.4907179
PAST SALE,Single Family Residential,Newhall,91321.0,565000,3.0,2.0,NEW1 - Newhall 1,1575.0,6140.0,1972.0,45,359.0,0.0,34.3758815,-118.5620841
PAST SALE,Single Family Residential,Valencia,91355.0,549000,3.0,2.25,VAL1 - Valencia 1,1404.0,4180.0,1983.0,54,391.0,58.0,34.405474,-118.54221000000001
PAST SALE,Single Family Residential,Valencia,91355.0,620000,5.0,3.0,VAL1 - Valencia 1,2289.0,4987.0,1974.0,54,271.0,0.0,34.3984769,-118.5428405
PAST SALE,Townhouse,Saugus,91350.0,361000,2.0,2.0,PLUM - Plum Canyon,1121.0,94846.0,2005.0,73,322.0,180.0,34.445648,-118.47707199999999
PAST SALE,Single Family Residential,Canyon Country,91351.0,575000,4.0,2.0,CAN1 - Canyon Country 1,2100.0,7270.0,1968.0,68,274.0,0.0,34.4341985,-118.4664595
PAST SALE,Condo/Co-op,Canyon Country,91351.0,275000,2.0,2.0,CAN1 - Canyon Country 1,860.0,179997.0,1984.0,67,320.0,325.0,34.4135057,-118.4621115
PAST SALE,Single Family Residential,Saugus,91390.0,680000,4.0,3.0,BOUQ - Bouquet Canyon,2303.0,29716.0,1954.0,66,295.0,0.0,34.4606821,-118.4858261
PAST SALE,Single Family Residential,Saugus,91350.0,673000,3.0,4.0,FEKS - Five Knolls,2981.0,33006.0,2016.0,66,226.0,175.0,34.434531,-118.49896499999998
PAST SALE,Single Family Residential,Canyon Country,91351.0,485000,4.0,2.0,CAN1 - Canyon Country 1,1440.0,6045.0,1963.0,83,337.0,0.0,34.4325835,-118.481264
PAST SALE,Single Family Residential,Canyon Country,91351.0,480000,4.0,2.0,CAN1 - Canyon Country 1,1144.0,6125.0,1961.0,82,420.0,0.0,34.41658820000001,-118.46926540000001
PAST SALE,Condo/Co-op,Canyon Country,91351.0,319900,2.0,2.0,RBGL - Rainbow Glen,964.0,532660.0,1988.0,67,332.0,373.0,34.4204915,-118.49207309999998
PAST SALE,Single Family Residential,Saugus,91350.0,605000,4.0,2.5,PLUM - Plum Canyon,1918.0,5970.0,1999.0,63,315.0,0.0,34.449461799999995,-118.4837732
PAST SALE,Single Family Residential,Saugus,91350.0,640000,4.0,2.75,Bouquet Canyon,2070.0,7277.0,1984.0,62,309.0,0.0,34.4471179,-118.4993973
PAST SALE,Single Family Residential,Canyon Country,91351.0,616000,4.0,3.0,RBGL - Rainbow Glen,2400.0,287556.0,1999.0,26,257.0,104.0,34.4141535,-118.4926682
PAST SALE,Townhouse,Saugus,91350.0,539000,5.0,4.0,RVLG - River Village,2624.0,22483.0,2015.0,10,205.0,314.0,34.427719,-118.51091699999999
